time_reference,Fog 1,Fog 2,Fog 3,Fog 4,Fog 5
1.010824,0.10506489184692179,0.1571225165562914,0.15707196029776677,0.13209933774834437,0.1861198003327787
1.010824,0.10506489184692179,0.1571225165562914,0.15707196029776677,0.13209933774834437,0.1861198003327787
2.041898,0.12578812199036918,0.15417520661157028,0.160078431372549,0.15526139088729016,0.15745454545454549
2.041898,0.12578812199036918,0.15417520661157028,0.160078431372549,0.15526139088729016,0.15745454545454549
3.064588,0.8454133114215284,0.5892151898734177,0.7355075456711676,0.5545180327868853,0.6798552631578947
3.064588,0.8454133114215284,0.5892151898734177,0.7355075456711676,0.5545180327868853,0.6798552631578947
4.097131,15.249598047192839,15.230647933884297,15.777608006672228,15.194661170651278,15.34454054054054
4.097131,15.249598047192839,15.230647933884297,15.777608006672228,15.194661170651278,15.34454054054054
5.103172,99.28602618657938,99.36261211129296,99.40737152209493,99.19853027823241,99.28811783960721
5.103172,99.28602618657938,99.36261211129296,99.40737152209493,99.19853027823241,99.28811783960721
6.109802,23.798020100502516,20.223451371571073,31.240575682382133,18.891114808652247,27.5767493755204
6.109802,23.798020100502516,20.223451371571073,31.240575682382133,18.891114808652247,27.5767493755204
7.124674,56.49540487804878,44.101707277187245,39.958668857847165,38.77860343417825,43.9411862745098
7.124674,56.49540487804878,44.101707277187245,39.958668857847165,38.77860343417825,43.9411862745098
8.134075,99.02699510603587,99.44646857142857,98.81065139116203,99.55945840130505,99.43274388254486
8.134075,99.02699510603587,99.44646857142857,98.81065139116203,99.55945840130505,99.43274388254486
9.141444,20.79284369747899,33.85713289036545,27.70486386554622,16.5770183639399,17.9169539748954
9.141444,20.79284369747899,33.85713289036545,27.70486386554622,16.5770183639399,17.9169539748954
10.158934,26.942561576354677,35.63890183028286,25.408410172272355,28.86903973509934,32.460128606760094
10.158934,26.942561576354677,35.63890183028286,25.408410172272355,28.86903973509934,32.460128606760094
11.161771,99.69829934210527,99.4145774877651,99.45694942903751,99.5601924959217,98.89563725490196
11.161771,99.69829934210527,99.4145774877651,99.45694942903751,99.5601924959217,98.89563725490196
12.176821,27.441980198019806,17.18114333612741,28.194931552587644,20.677590604026843,20.181081885856077
12.176821,27.441980198019806,17.18114333612741,28.194931552587644,20.677590604026843,20.181081885856077
13.186789,35.36198177299089,37.76990147783251,38.47173245251858,22.898313371616076,28.29138768718802
13.186789,35.36198177299089,37.76990147783251,38.47173245251858,22.898313371616076,28.29138768718802
14.192554,99.52895020408164,99.21824509803922,99.50896821515892,99.35846204081633,99.54525490196077
14.192554,99.52895020408164,99.21824509803922,99.50896821515892,99.35846204081633,99.54525490196077
15.199442,25.902620338983052,26.1563184079602,21.364191103789125,20.666157190635452,22.839763912310286
15.199442,25.902620338983052,26.1563184079602,21.364191103789125,20.666157190635452,22.839763912310286
16.235095,43.537728155339806,38.667012386457465,40.18419633943427,27.935124590163934,26.728029268292687
16.235095,43.537728155339806,38.667012386457465,40.18419633943427,27.935124590163934,26.728029268292687
17.245935,99.5191810766721,99.13134260016353,99.10928431372548,99.5052938271605,99.48087041564793
17.245935,99.5191810766721,99.13134260016353,99.10928431372548,99.5052938271605,99.48087041564793
18.249812,27.463806122448975,27.428149253731345,24.57215802469136,23.4249520661157,18.961036409822185
18.249812,27.463806122448975,27.428149253731345,24.57215802469136,23.4249520661157,18.961036409822185
19.28885,37.865844911147015,36.70624342105263,42.95277216238609,45.65368888888889,36.22725
19.28885,37.865844911147015,36.70624342105263,42.95277216238609,45.65368888888889,36.22725
20.297153,99.32846943765281,99.72562162162161,99.07867980295566,98.7557555012225,99.16225916870415
20.297153,99.32846943765281,99.72562162162161,99.07867980295566,98.7557555012225,99.16225916870415
21.309282,29.838404662781016,29.926507512520867,26.356356369691923,17.65139101497504,27.340811980033276
21.309282,29.838404662781016,29.926507512520867,26.356356369691923,17.65139101497504,27.340811980033276
22.313316,34.62331683168317,38.86484938271605,39.03651358024692,41.669539223782,42.86963831544178
22.313316,34.62331683168317,38.86484938271605,39.03651358024692,41.669539223782,42.86963831544178
23.320021,100.24007960199003,100.31614814814816,100.22432592592594,100.39474567901235,100.86930348258707
23.320021,100.24007960199003,100.31614814814816,100.22432592592594,100.39474567901235,100.86930348258707
