instant,response_time,resolved_by_cloud
0.075251,0.06738567352294922,0
0.125956,0.11345982551574707,0
0.129027,0.12014365196228027,0
0.131847,0.12322163581848145,0
0.155869,0.14338064193725586,0
0.172355,0.16258859634399414,0
0.192299,0.18119215965270996,0
0.198262,0.18773484230041504,0
0.200278,0.1913900375366211,0
0.213869,0.2061767578125,0
0.214367,0.20617151260375977,0
0.257442,0.248199462890625,0
0.257742,0.2463243007659912,0
0.257871,0.24749970436096191,0
0.258042,0.2450411319732666,0
0.261185,0.2475748062133789,0
0.272921,0.26604723930358887,0
0.294366,0.28340935707092285,0
0.297746,0.28044867515563965,0
0.297916,0.27466392517089844,0
0.304699,0.28980493545532227,0
0.317433,0.30054640769958496,0
0.347764,0.32143616676330566,0
0.347956,0.3195652961730957,0
0.348208,0.31446290016174316,0
0.363759,0.3396308422088623,0
0.369959,0.3426346778869629,0
0.370158,0.3380460739135742,0
0.370392,0.35079002380371094,0
0.393226,0.37549901008605957,0
0.397769,0.3642761707305908,0
0.397928,0.36063146591186523,0
0.415723,0.38894200325012207,0
0.421703,0.39380359649658203,0
0.430461,0.4112069606781006,0
0.461017,0.42690348625183105,0
0.500988,0.48038578033447266,0
0.501158,0.47814106941223145,0
0.502366,0.48085570335388184,0
0.507182,0.46748781204223633,0
0.512351,0.4718282222747803,0
0.521209,0.4799666404724121,0
0.524939,0.5037977695465088,0
0.537348,0.5068681240081787,0
0.54255,0.5113348960876465,0
0.547719,0.5069520473480225,0
0.551626,0.532935619354248,0
0.555521,0.5171215534210205,0
0.579857,0.5481455326080322,0
0.58291,0.5600571632385254,0
0.584952,0.5624926090240479,0
0.590902,0.5579707622528076,0
0.651921,0.6060874462127686,0
0.652225,0.607795238494873,0
0.658991,0.6175496578216553,0
0.660714,0.6336708068847656,0
0.671389,0.6342320442199707,0
0.671624,0.6414704322814941,0
0.673589,0.6454968452453613,0
0.69142,0.6462903022766113,0
0.698837,0.6494348049163818,0
0.712193,0.6695971488952637,0
0.728591,0.6931862831115723,0
0.740746,0.7063412666320801,0
0.749904,0.712946891784668,0
0.754214,0.7194738388061523,0
0.75505,0.7253110408782959,0
0.786079,0.7546370029449463,0
0.786313,0.7615675926208496,0
0.79417,0.7501583099365234,0
0.808979,0.7579443454742432,0
0.810093,0.7763187885284424,0
0.820401,0.7838649749755859,0
0.850336,0.8006165027618408,0
0.853244,0.8070063591003418,0
0.875391,0.8242146968841553,0
0.87842,0.8391807079315186,0
0.883658,0.8330557346343994,0
0.89185,0.8562114238739014,0
0.894799,0.8660390377044678,0
0.895017,0.8430171012878418,0
0.905079,0.869140625,0
0.929174,0.8901033401489258,0
0.93245,0.8791148662567139,0
0.939411,0.899144172668457,0
0.945804,0.893629789352417,0
0.947478,0.9057629108428955,0
0.977156,0.9271793365478516,0
0.99131,0.9532420635223389,0
0.99655,0.9527666568756104,0
1.018822,0.9774854183197021,0
1.02321,0.9718432426452637,0
1.025315,0.9865822792053223,0
1.02595,0.9864828586578369,0
1.026787,0.9825401306152344,0
1.040523,0.9856112003326416,0
1.071349,1.0166161060333252,0
1.075079,1.0326788425445557,0
1.084451,1.0384089946746826,0
1.091589,1.0354297161102295,0
1.141593,1.0981473922729492,0
1.14503,1.089604139328003,0
1.150195,1.0983989238739014,0
1.161492,1.1157538890838623,0
1.161649,1.1051344871520996,0
1.163832,1.117016077041626,0
1.175461,1.1284940242767334,0
1.175736,1.128499984741211,0
1.175904,1.130936622619629,0
1.18295,1.1353349685668945,0
1.183146,1.1272823810577393,0
1.207251,1.1567845344543457,0
1.217637,1.1722896099090576,0
1.219663,1.1718764305114746,0
1.229974,1.1808865070343018,0
1.234725,1.1764063835144043,0
1.234909,1.1765005588531494,0
1.235109,1.1760380268096924,0
1.277803,1.2274200916290283,0
1.278077,1.22947096824646,0
1.292126,1.2412850856781006,0
1.293039,1.236196756362915,0
1.302097,1.2546045780181885,0
1.302345,1.254370927810669,0
1.346681,1.2869112491607666,0
1.34692,1.2888941764831543,0
1.347089,1.2897827625274658,0
2.297952,0.1197655200958252,0
2.307792,0.1467607021331787,0
2.320512,0.16360855102539062,0
2.325225,0.1615746021270752,0
2.326603,0.13799500465393066,0
2.334056,0.15395784378051758,0
2.337617,0.1375720500946045,0
2.337866,0.14933276176452637,0
2.338037,0.15703749656677246,0
2.355946,0.1789233684539795,0
2.363557,0.17255663871765137,0
2.367065,0.17755866050720215,0
2.379185,0.18814373016357422,0
2.382347,0.18582987785339355,0
2.387285,0.22217655181884766,0
2.38745,0.20845580101013184,0
2.396684,0.1949446201324463,0
2.406058,0.2167198657989502,0
2.41224,0.21047520637512207,0
2.425751,0.22396373748779297,0
2.430769,0.2327558994293213,0
2.443575,0.2759110927581787,0
2.450775,0.25269484519958496,0
2.453874,0.26512765884399414,0
2.460824,0.2632277011871338,0
2.461615,0.26734423637390137,0
2.473305,0.283876895904541,0
2.51326,0.32349729537963867,0
2.581283,0.38121557235717773,0
2.584391,0.3862283229827881,0
3.121215,0.0844578742980957,0
3.123399,0.10054254531860352,0
3.127854,0.1123661994934082,0
3.159521,0.14014244079589844,0
3.159716,0.14046597480773926,0
3.169133,0.1378917694091797,0
3.172889,0.14353013038635254,0
3.173747,0.13569140434265137,0
3.174261,0.13712072372436523,0
3.177207,0.1640627384185791,0
3.177353,0.15941834449768066,0
3.232401,0.18452763557434082,0
3.250905,0.22257351875305176,0
3.277772,0.22545242309570312,0
3.282323,0.2632162570953369,0
3.282951,0.2386035919189453,0
3.285225,0.2339158058166504,0
3.288128,0.25447535514831543,0
3.334118,0.2847862243652344,0
3.337343,0.30063629150390625,0
3.337544,0.30315423011779785,0
3.337736,0.28406381607055664,0
3.337876,0.29850053787231445,0
3.338022,0.2990076541900635,0
3.338164,0.2919769287109375,0
3.338312,0.29390525817871094,0
3.388589,0.33866310119628906,0
3.40073,0.34950709342956543,0
3.410299,0.36257123947143555,0
3.411131,0.38080525398254395,0
3.421267,0.36357855796813965,0
3.424971,0.37100815773010254,0
3.427669,0.38970279693603516,0
3.427799,0.36977362632751465,0
3.42797,0.37538790702819824,0
3.431788,0.38920116424560547,0
3.441079,0.3840749263763428,0
3.465326,0.4070858955383301,0
3.466541,0.4081740379333496,0
3.471224,0.40817880630493164,0
3.472627,0.41442322731018066,0
3.495531,0.44611263275146484,0
3.498249,0.43881678581237793,0
3.513069,0.46076488494873047,0
3.513259,0.45012974739074707,0
3.51453,0.4494814872741699,0
3.51784,0.45709919929504395,0
3.536374,0.4799661636352539,0
3.55728,0.505824089050293,0
3.559096,0.49822187423706055,0
3.565544,0.49880099296569824,0
3.568938,0.5057876110076904,0
3.57812,0.5113613605499268,0
3.580435,0.5145485401153564,0
3.613332,0.5466470718383789,0
3.624435,0.5556292533874512,0
3.624594,0.5595555305480957,0
3.640981,0.5728445053100586,0
3.64851,0.5854275226593018,0
3.655815,0.5870621204376221,0
3.661414,0.5890340805053711,0
3.678364,0.609419584274292,0
3.687594,0.6169676780700684,0
3.700062,0.6313292980194092,0
3.713386,0.641510009765625,0
3.714294,0.6454422473907471,0
3.720444,0.6460535526275635,0
3.720631,0.6499831676483154,0
3.726182,0.6573817729949951,0
3.754589,0.6856949329376221,0
3.763835,0.6948597431182861,0
3.7758,0.7069094181060791,0
3.790064,0.7183213233947754,0
3.819807,0.7473688125610352,0
3.835411,0.7630581855773926,0
3.841601,0.7672531604766846,0
3.843178,0.7687325477600098,0
3.8515,0.773613452911377,0
3.869166,0.789309024810791,0
3.873884,0.8023920059204102,0
3.882901,0.8010163307189941,0
3.896418,0.8159880638122559,0
3.907399,0.8340208530426025,0
3.915786,0.8279070854187012,0
3.917915,0.8359484672546387,0
3.930926,0.8576996326446533,0
3.935949,0.863513708114624,0
3.941137,0.8632886409759521,0
3.952492,0.8743512630462646,0
3.970975,0.8923873901367188,0
3.971169,0.8913042545318604,0
3.973052,0.8951582908630371,0
3.98111,0.8972487449645996,0
3.993345,0.9129626750946045,0
3.995095,0.9074234962463379,0
3.999244,0.9188148975372314,0
4.001416,0.9180183410644531,0
4.040229,0.9562623500823975,0
4.044284,0.9657535552978516,0
4.050033,0.9660139083862305,0
4.055229,0.969118595123291,0
4.058618,0.9707975387573242,0
4.059013,0.9756534099578857,0
4.060287,0.9764912128448486,0
4.068157,0.9807090759277344,0
4.070283,0.987828254699707,0
4.079752,0.9959566593170166,0
4.096671,1.0062839984893799,0
4.099256,1.0087907314300537,0
4.099407,1.0169641971588135,0
4.11514,1.0233490467071533,0
4.130341,1.0385568141937256,0
4.150909,1.0633666515350342,0
4.152219,1.0580494403839111,0
4.162533,1.0679209232330322,0
4.175298,1.0780267715454102,0
4.182293,1.095273733139038,0
4.188641,1.0962717533111572,0
4.190286,1.101224660873413,0
4.22785,1.1309046745300293,0
4.22806,1.1327629089355469,0
4.255289,1.1677768230438232,0
4.260146,1.1656742095947266,0
4.260365,1.160921573638916,0
4.265788,1.1681272983551025,0
4.271249,1.183746337890625,0
4.28484,1.1970324516296387,0
4.367765,1.2735342979431152,0
4.367985,1.2736823558807373,0
4.368112,1.268866777420044,0
4.377718,1.278609275817871,0
4.377865,1.2783870697021484,0
4.378033,1.2756626605987549,0
4.386098,1.2866199016571045,0
4.430486,1.3260416984558105,0
4.430674,1.3252553939819336,0
5.272679,0.06898236274719238,0
5.318425,0.11461925506591797,0
5.327916,0.1254405975341797,0
5.32814,0.12635111808776855,0
5.328313,0.13054633140563965,0
5.328766,0.13096046447753906,0
5.330049,0.13727641105651855,0
5.373258,0.1771984100341797,0
5.373602,0.17481255531311035,0
6.076398,0.060461997985839844,0
6.116488,0.10136270523071289,0
6.127024,0.10577917098999023,0
6.132069,0.10559415817260742,0
6.139953,0.11933445930480957,0
6.155169,0.13402533531188965,0
6.215019,0.18924784660339355,0
6.220519,0.1975858211517334,0
6.267806,0.24481773376464844,0
6.296412,0.26285219192504883,0
6.297718,0.27666330337524414,0
6.297877,0.2770810127258301,0
6.298058,0.2791099548339844,0
6.304904,0.2790515422821045,0
6.307646,0.28017449378967285,0
6.308659,0.27790141105651855,0
6.314858,0.27823495864868164,0
6.315221,0.2830939292907715,0
6.320122,0.29877352714538574,0
6.326272,0.29064297676086426,0
6.326445,0.28444766998291016,0
6.326676,0.2720966339111328,0
6.326816,0.28103065490722656,0
6.348243,0.3070380687713623,0
6.359316,0.3168461322784424,0
6.367933,0.3240342140197754,0
6.384941,0.3349637985229492,0
6.390972,0.3371257781982422,0
6.392727,0.340728759765625,0
6.404519,0.34621191024780273,0
6.418912,0.364351749420166,0
6.430888,0.40030503273010254,0
6.462682,0.40960097312927246,0
6.474436,0.44370317459106445,0
6.476988,0.45581626892089844,0
6.480466,0.42090368270874023,0
6.487325,0.45101070404052734,0
6.510127,0.45284056663513184,0
6.510303,0.44757080078125,0
6.511512,0.45002079010009766,0
6.512901,0.47197771072387695,0
6.515348,0.48647570610046387,0
6.518056,0.4703071117401123,0
6.51824,0.4586665630340576,0
6.521778,0.4778623580932617,0
6.521903,0.4643115997314453,0
6.52315,0.4757347106933594,0
