time_reference,Fog 1,Fog 2,Fog 3,Fog 4,Fog 5,Fog 6,Fog 7,Fog 8,Fog 9,Fog 10,Fog 11,Fog 12,Fog 13,Fog 14,Fog 15
1.053969,0.42516981132075476,0.223198127925117,0.19278627145085805,0.1795456790123457,0.2810243519245876,0.335311093871218,0.21716369278510475,0.11531112916328189,0.12310462287104622,0.5919375,0.4231421911421911,0.10429976580796255,0.10332957292506044,0.35715175097276264,0.09627993779160186
1.053969,0.42516981132075476,0.223198127925117,0.19278627145085805,0.1795456790123457,0.2810243519245876,0.335311093871218,0.21716369278510475,0.11531112916328189,0.12310462287104622,0.5919375,0.4231421911421911,0.10429976580796255,0.10332957292506044,0.35715175097276264,0.09627993779160186
2.117286,0.47964677804295935,1.0477297297297299,1.1454701670644392,1.0364009546539381,0.5662434367541767,0.8362195704057279,0.7924394904458598,0.46866403162055326,1.1453238095238096,0.8785100563153659,0.832381861575179,1.0045687053216839,0.8447027027027028,0.7136235107227958,0.8851383147853737
2.117286,0.47964677804295935,1.0477297297297299,1.1454701670644392,1.0364009546539381,0.5662434367541767,0.8362195704057279,0.7924394904458598,0.46866403162055326,1.1453238095238096,0.8785100563153659,0.832381861575179,1.0045687053216839,0.8447027027027028,0.7136235107227958,0.8851383147853737
3.133465,1.8733853820598008,2.325736797988265,1.715728870292887,2.124343949044586,1.709067331670823,2.290025931928687,2.268079734219269,1.5038330658105938,2.7369565217391303,2.027158392434988,1.3628059701492536,1.5295453788509576,1.7175915378356388,1.6723804878048782,1.4656517412935322
3.133465,1.8733853820598008,2.325736797988265,1.715728870292887,2.124343949044586,1.709067331670823,2.290025931928687,2.268079734219269,1.5038330658105938,2.7369565217391303,2.027158392434988,1.3628059701492536,1.5295453788509576,1.7175915378356388,1.6723804878048782,1.4656517412935322
4.16215,0.10947469879518074,0.09517989002356637,0.1036475216365067,0.06477541371158392,0.09086261980830672,0.06806619385342788,0.06704963384865745,0.12906855791962174,0.06688818897637795,0.09068031496062992,0.0896420047732697,0.15318387096774194,0.10515047021943573,0.08525471698113207,0.104741214057508
4.16215,0.10947469879518074,0.09517989002356637,0.1036475216365067,0.06477541371158392,0.09086261980830672,0.06806619385342788,0.06704963384865745,0.12906855791962174,0.06688818897637795,0.09068031496062992,0.0896420047732697,0.15318387096774194,0.10515047021943573,0.08525471698113207,0.104741214057508
5.253006,1.734023455824863,2.0201088,1.9476923076923076,2.1186518636003173,1.8450892018779343,2.027291300877893,1.8335063694267517,1.8496964856230032,1.9694964028776976,1.5984896661367252,1.758837881219904,1.5161247002398082,1.7542332268370608,1.226797136038186,1.8285530546623796
5.253006,1.734023455824863,2.0201088,1.9476923076923076,2.1186518636003173,1.8450892018779343,2.027291300877893,1.8335063694267517,1.8496964856230032,1.9694964028776976,1.5984896661367252,1.758837881219904,1.5161247002398082,1.7542332268370608,1.226797136038186,1.8285530546623796
