time_reference,Fog 1,Fog 2,Fog 3,Fog 4,Fog 5,Fog 6,Fog 7,Fog 8,Fog 9,Fog 10,Fog 11,Fog 12,Fog 13,Fog 14,Fog 15
1.053969,0.12767753145637373,0.11510136829637693,0.11510136829637693,0.12760384300035812,0.11515049393372068,0.11510136829637693,0.11507680547770506,0.12760384300035812,0.11510136829637693,0.11586281567520487,0.11512593111504879,0.1150522426590332,0.12755471736301438,0.12760384300035812,0.1150522426590332
1.053969,0.12767753145637373,0.11510136829637693,0.11510136829637693,0.12760384300035812,0.11515049393372068,0.11510136829637693,0.11507680547770506,0.12760384300035812,0.11510136829637693,0.11586281567520487,0.11512593111504879,0.1150522426590332,0.12755471736301438,0.12760384300035812,0.1150522426590332
2.117286,0.12767753145637373,0.11512593111504879,0.11512593111504879,0.12762840581902998,0.11515049393372068,0.11512593111504879,0.11510136829637693,0.12760384300035812,0.11512593111504879,0.11512593111504879,0.11512593111504879,0.11507680547770506,0.12757928018168627,0.12760384300035812,0.11507680547770506
2.117286,0.12767753145637373,0.11512593111504879,0.11512593111504879,0.12762840581902998,0.11515049393372068,0.11512593111504879,0.11510136829637693,0.12760384300035812,0.11512593111504879,0.11512593111504879,0.11512593111504879,0.11507680547770506,0.12757928018168627,0.12760384300035812,0.11507680547770506
3.133465,0.1277020942750456,0.11515049393372068,0.11515049393372068,0.12765296863770187,0.11517505675239254,0.11515049393372068,0.11512593111504879,0.12762840581902998,0.11519961957106441,0.11512593111504879,0.11515049393372068,0.11510136829637693,0.12760384300035812,0.12762840581902998,0.11510136829637693
3.133465,0.1277020942750456,0.11515049393372068,0.11515049393372068,0.12765296863770187,0.11517505675239254,0.11515049393372068,0.11512593111504879,0.12762840581902998,0.11519961957106441,0.11512593111504879,0.11515049393372068,0.11510136829637693,0.12760384300035812,0.12762840581902998,0.11510136829637693
4.16215,0.1277020942750456,0.11515049393372068,0.11515049393372068,0.12765296863770187,0.11517505675239254,0.11515049393372068,0.11512593111504879,0.12762840581902998,0.11519961957106441,0.11512593111504879,0.11515049393372068,0.11510136829637693,0.12760384300035812,0.12762840581902998,0.11510136829637693
4.16215,0.1277020942750456,0.11515049393372068,0.11515049393372068,0.12765296863770187,0.11517505675239254,0.11515049393372068,0.11512593111504879,0.12762840581902998,0.11519961957106441,0.11512593111504879,0.11515049393372068,0.11510136829637693,0.12760384300035812,0.12762840581902998,0.11510136829637693
5.253006,0.1277020942750456,0.11515049393372068,0.11515049393372068,0.12765296863770187,0.11517505675239254,0.11515049393372068,0.11512593111504879,0.12762840581902998,0.11519961957106441,0.11512593111504879,0.11515049393372068,0.11510136829637693,0.12760384300035812,0.12762840581902998,0.11510136829637693
5.253006,0.1277020942750456,0.11515049393372068,0.11515049393372068,0.12765296863770187,0.11517505675239254,0.11515049393372068,0.11512593111504879,0.12762840581902998,0.11519961957106441,0.11512593111504879,0.11515049393372068,0.11510136829637693,0.12760384300035812,0.12762840581902998,0.11510136829637693
6.289156,0.1277020942750456,0.11515049393372068,0.11515049393372068,0.12765296863770187,0.11517505675239254,0.11515049393372068,0.11512593111504879,0.12762840581902998,0.11519961957106441,0.11512593111504879,0.11515049393372068,0.11510136829637693,0.12760384300035812,0.12762840581902998,0.11510136829637693
6.289156,0.1277020942750456,0.11515049393372068,0.11515049393372068,0.12765296863770187,0.11517505675239254,0.11515049393372068,0.11512593111504879,0.12762840581902998,0.11519961957106441,0.11512593111504879,0.11515049393372068,0.11510136829637693,0.12760384300035812,0.12762840581902998,0.11510136829637693
7.38861,0.1277020942750456,0.11515049393372068,0.11515049393372068,0.12765296863770187,0.11517505675239254,0.11515049393372068,0.11512593111504879,0.12762840581902998,0.11519961957106441,0.11512593111504879,0.11515049393372068,0.11510136829637693,0.12760384300035812,0.12762840581902998,0.11510136829637693
