time_reference,Fog 1,Fog 2,Fog 3,Fog 4,Fog 5,Fog 6,Fog 7,Fog 8,Fog 9,Fog 10
1.01502,0.04547368421052631,1.2124991680532449,0.04811890999174236,0.050043189368770766,0.047147107438016526,0.051869387755102046,0.04999503722084367,0.09451465798045602,0.05421818181818182,0.10177487765089724
1.01502,0.04547368421052631,0.04887254901960784,0.04811890999174236,0.050043189368770766,0.047147107438016526,0.051869387755102046,0.04999503722084367,0.09451465798045602,0.05421818181818182,0.10177487765089724
2.023798,0.20929470198675498,0.04887254901960784,0.211875,0.21503843008994278,0.19916461916461917,0.20730794701986754,0.21190507364975453,0.16572946058091287,0.20333224222585924,0.16158278145695365
2.023798,0.20929470198675498,0.20359000000000002,0.211875,0.21503843008994278,0.19916461916461917,0.20730794701986754,0.21190507364975453,0.16572946058091287,0.20333224222585924,0.16158278145695365
3.04115,0.07023817292006525,0.20359000000000002,0.07345033112582781,0.07616225165562915,0.06862654575432811,0.07063502454991817,0.09696949711459192,0.0984,0.07490066225165563,0.13752489795918368
3.04115,0.07023817292006525,0.09376835236541599,0.07345033112582781,0.07616225165562915,0.06862654575432811,0.07063502454991817,0.09696949711459192,0.0984,0.07490066225165563,0.13752489795918368
4.047793,0.19199004149377594,0.09376835236541599,0.17527868852459016,0.2083967213114754,0.17872487644151563,0.17175124378109452,0.1575815485996705,0.15375124378109456,0.18131803278688524,0.14122388059701493
4.047793,0.19199004149377594,0.1649576059850374,0.17527868852459016,0.2083967213114754,0.17872487644151563,0.17175124378109452,0.1575815485996705,0.15375124378109456,0.18131803278688524,0.14122388059701493
5.059476,0.11415867768595042,0.1649576059850374,0.1319305785123967,0.1428198347107438,0.13804451772464962,0.13435041322314048,0.1464830997526793,0.16091900826446282,0.11462479338842976,0.13862479338842976
5.059476,0.11415867768595042,0.12992079207920793,0.1319305785123967,0.1428198347107438,0.13804451772464962,0.13435041322314048,0.1464830997526793,0.16091900826446282,0.11462479338842976,0.13862479338842976
6.071763,0.17396039603960395,0.12992079207920793,0.1388910891089109,0.14345634266886326,0.1318811881188119,0.1423762376237624,0.08981188118811882,0.10457425742574258,0.1407182866556837,0.10317821782178217
6.071763,0.17396039603960395,0.12135643564356435,0.1388910891089109,0.14345634266886326,0.1318811881188119,0.1423762376237624,0.08981188118811882,0.10457425742574258,0.1407182866556837,0.10317821782178217
7.08427,0.12725144270403957,0.12135643564356435,0.13891776315789472,0.13126853377265238,0.13059637561779242,0.11845065789473684,0.13252388797364087,0.15504039571310801,0.0937166392092257,0.14525638911788952
7.08427,0.12725144270403957,0.14850123660346248,0.13891776315789472,0.13126853377265238,0.13059637561779242,0.11845065789473684,0.13252388797364087,0.15504039571310801,0.0937166392092257,0.14525638911788952
8.102819,0.13234426229508195,0.14850123660346248,0.13277676348547718,0.12121192052980131,0.1191,0.136679307502061,0.11009602649006624,0.09608852459016394,0.1507450331125828,0.09056065573770493
8.102819,0.13234426229508195,0.10496065573770492,0.13277676348547718,0.12121192052980131,0.1191,0.136679307502061,0.11009602649006624,0.09608852459016394,0.1507450331125828,0.09056065573770493
9.116629,19.98841584158416,0.10496065573770492,19.190254306808857,19.318962962962967,19.82998525798526,19.9405,19.335284418796373,20.38408845208845,18.33368698517298,19.71441898527005
9.116629,19.98841584158416,19.353991755976917,19.190254306808857,19.318962962962967,19.82998525798526,19.9405,19.335284418796373,20.38408845208845,18.33368698517298,19.71441898527005
10.131585,93.27380032733224,19.353991755976917,91.91157131079967,96.65679472382523,93.94893146160199,94.38274483897607,94.99490099009901,93.47313719008264,95.35462159934049,95.3121255161024
10.131585,93.27380032733224,94.56271031096564,91.91157131079967,96.65679472382523,93.94893146160199,94.38274483897607,94.99490099009901,93.47313719008264,95.35462159934049,95.3121255161024
11.137528,26.025017632241816,94.56271031096564,19.296478405315614,36.23736877076412,18.27607973421927,24.34999662162162,34.23609958506224,57.56436180904523,28.32356810631229,21.17237919463087
11.137528,26.025017632241816,27.609316455696202,19.296478405315614,36.23736877076412,18.27607973421927,24.34999662162162,34.23609958506224,57.56436180904523,28.32356810631229,21.17237919463087
12.152801,93.2570992616899,27.609316455696202,91.24923227383863,92.10284596577016,92.39148768472906,93.08113213703099,93.02209539473684,93.92273684210525,90.43530562347189,93.4224630541872
12.152801,93.2570992616899,93.21459918367346,91.24923227383863,92.10284596577016,92.39148768472906,93.08113213703099,93.02209539473684,93.92273684210525,90.43530562347189,93.4224630541872
13.17247,59.84205,93.21459918367346,47.90776968670618,43.82379695431472,72.16202518891689,48.60269,42.21966750629723,51.24107,44.10194402035623,53.4762035029191
13.17247,59.84205,55.40082,47.90776968670618,43.82379695431472,72.16202518891689,48.60269,42.21966750629723,51.24107,44.10194402035623,53.4762035029191
14.176118,93.59002845188284,55.40082,93.05790617283951,91.33239538714992,94.63246381578946,89.10550248756219,93.28627444535744,93.4617564208782,88.57415940838126,94.91766220735786
14.176118,93.59002845188284,92.13971548117155,93.05790617283951,91.33239538714992,94.63246381578946,89.10550248756219,93.28627444535744,93.4617564208782,88.57415940838126,94.91766220735786
15.188425,59.43664250411862,92.13971548117155,75.82484053156145,74.93525581395349,72.46343521594684,56.10141528239202,73.08116611295681,71.22502325581395,77.74172093023257,55.63423209876544
15.188425,59.43664250411862,81.10358154859966,75.82484053156145,74.93525581395349,72.46343521594684,56.10141528239202,73.08116611295681,71.22502325581395,77.74172093023257,55.63423209876544
16.207742,95.42979207920791,81.10358154859966,12.070388657214345,97.60284570475397,95.6318263772955,95.49588009991675,94.51857644110275,96.9841798501249,12.854924874791319,98.65841465445462
16.207742,95.42979207920791,14.379620947630922,12.070388657214345,97.60284570475397,95.6318263772955,95.49588009991675,94.51857644110275,96.9841798501249,12.854924874791319,98.65841465445462
17.218268,49.64862842892768,14.379620947630922,94.44752119700749,44.8767707641196,49.09263840399002,48.990498338870424,39.92602985074627,35.143676834295135,91.86858423236515,42.86626545754328
17.218268,49.64862842892768,95.18474318744839,94.44752119700749,44.8767707641196,49.09263840399002,48.990498338870424,39.92602985074627,35.143676834295135,91.86858423236515,42.86626545754328
18.231928,90.03862904564315,95.18474318744839,26.719654485049833,91.6808578553616,89.90587531172069,88.54363005780348,93.6828509575354,93.41524396336386,35.47846461282265,91.33701582014987
18.231928,90.03862904564315,47.95607980049875,26.719654485049833,91.6808578553616,89.90587531172069,88.54363005780348,93.6828509575354,93.41524396336386,35.47846461282265,91.33701582014987
19.242023,43.28558340248963,47.95607980049875,87.7201082854799,40.36524205378973,63.176082034454474,60.64148798674399,48.87773256767843,58.099178127589056,82.2573344262295,57.60399
19.242023,43.28558340248963,87.20869867549668,87.7201082854799,40.36524205378973,63.176082034454474,60.64148798674399,48.87773256767843,58.099178127589056,82.2573344262295,57.60399
20.25598,93.37147740345111,87.20869867549668,32.85438746908491,90.21742406639004,92.136,88.37481951219513,92.29541728395063,90.93233170731708,26.733726523887974,94.26391517128874
20.25598,93.37147740345111,33.37788157894737,32.85438746908491,90.21742406639004,92.136,88.37481951219513,92.29541728395063,90.93233170731708,26.733726523887974,94.26391517128874
21.264374,44.25323938879456,33.37788157894737,88.93771717171717,59.750151515151515,42.388822240943554,51.4626643776824,61.11870707070707,64.52690289608178,85.29096383515558,58.42658404074703
21.264374,44.25323938879456,82.09051273344652,88.93771717171717,59.750151515151515,42.388822240943554,51.4626643776824,61.11870707070707,64.52690289608178,85.29096383515558,58.42658404074703
22.280497,81.9728320802005,82.09051273344652,55.882473282442746,88.82116030534351,86.11604040404042,84.66816680567139,86.91141027801179,83.37016624685138,59.81318066157761,89.71415538847118
22.280497,81.9728320802005,57.74549248747913,55.882473282442746,88.82116030534351,86.11604040404042,84.66816680567139,86.91141027801179,83.37016624685138,59.81318066157761,89.71415538847118
23.284677,56.81934804753821,57.74549248747913,88.19273394495413,64.53904761904762,68.75263246425568,57.22119055649241,53.95820689655172,70.4209417721519,89.95988972431077,62.44681933842239
23.284677,56.81934804753821,78.98630497051388,88.19273394495413,64.53904761904762,68.75263246425568,57.22119055649241,53.95820689655172,70.4209417721519,89.95988972431077,62.44681933842239
24.303202,88.59249917355372,78.98630497051388,50.19126874473463,85.78217000000001,88.40258999999999,88.59071880199667,89.51569,91.11603990024939,34.85954962468723,89.70673388429752
24.303202,88.59249917355372,50.014701082431316,50.19126874473463,85.78217000000001,88.40258999999999,88.59071880199667,89.51569,91.11603990024939,34.85954962468723,89.70673388429752
25.309231,63.43581355932204,50.014701082431316,82.87700502512563,55.09773648648648,56.70430150753769,52.87449957662997,67.0789551986475,53.334223728813555,88.81792905405406,55.82564745762711
25.309231,63.43581355932204,85.23258015267176,82.87700502512563,55.09773648648648,56.70430150753769,52.87449957662997,67.0789551986475,53.334223728813555,88.81792905405406,55.82564745762711
