time_reference,Fog 1,Fog 2,Fog 3,Fog 4,Fog 5
1.008963,0.21696337732861662,0.1123748954237995,0.11244858387981511,0.1131609056212993,0.11244858387981511
1.008963,0.21696337732861662,0.1123748954237995,0.11244858387981511,0.1131609056212993,0.11244858387981511
2.015755,0.21701250296596036,0.11242402106114324,0.11249770951715886,0.11244858387981511,0.11247314669848697
2.015755,0.21701250296596036,0.11242402106114324,0.11249770951715886,0.11244858387981511,0.11247314669848697
3.019638,0.21701250296596036,0.11244858387981511,0.11328371971465864,0.11247314669848697,0.11249770951715886
3.019638,0.21701250296596036,0.11244858387981511,0.11328371971465864,0.11247314669848697,0.11249770951715886
4.02669,0.2302764250487695,0.11343109662668986,0.11330828253333053,0.1130135287092681,0.12568794314395237
4.02669,0.2302764250487695,0.11343109662668986,0.11330828253333053,0.1130135287092681,0.12568794314395237
5.036246,0.23093962115290995,0.12679326998418647,0.12780034554973307,0.12649851616012403,0.11429079528020526
5.036246,0.23093962115290995,0.12679326998418647,0.12780034554973307,0.12649851616012403,0.11429079528020526
6.040014,0.49422847449667096,0.3068387308489844,0.36372621889303236,0.33176999180093114,0.4053601965418499
6.040014,0.49422847449667096,0.3068387308489844,0.36372621889303236,0.33176999180093114,0.4053601965418499
7.045612,0.24641419691618724,0.1311654517077791,0.22580599205048937,0.1436433635930884,0.24322103048884433
7.045612,0.24641419691618724,0.1311654517077791,0.22580599205048937,0.1436433635930884,0.24322103048884433
8.05385,0.35802764496115885,0.2513513234692329,0.14018000616035492,0.2608080086579023,0.17115372050558142
8.05385,0.35802764496115885,0.2513513234692329,0.14018000616035492,0.2608080086579023,0.17115372050558142
9.058621,0.2935748087661752,0.1350218142392625,0.41349048952223844,0.147278660756525,0.47850827054667494
9.058621,0.2935748087661752,0.1350218142392625,0.41349048952223844,0.147278660756525,0.47850827054667494
10.068509,0.47926971792550294,0.3987773611377891,0.2000641580823709,0.4053110709045062,0.1670762926060512
10.068509,0.47926971792550294,0.3987773611377891,0.2000641580823709,0.4053110709045062,0.1670762926060512
11.081081,0.39693514973739885,0.39244015392044695,0.46750412778167777,0.29472926124375304,0.37168457214271783
11.081081,0.39693514973739885,0.39244015392044695,0.46750412778167777,0.29472926124375304,0.37168457214271783
12.091766,0.5148858049997126,0.39074531943208796,0.1768031688001112,0.40005462770872624,0.21851083490494433
12.091766,0.5148858049997126,0.39074531943208796,0.1768031688001112,0.40005462770872624,0.21851083490494433
13.092908,0.4547314620723061,0.3725442707962332,0.43318987009707716,0.35807677059850257,0.4155783291093473
13.092908,0.4547314620723061,0.3725442707962332,0.43318987009707716,0.35807677059850257,0.4155783291093473
14.103366,0.5553162045336086,0.3792744831123253,0.17208710761511242,0.416192399576144,0.17835062637643895
14.103366,0.5553162045336086,0.3792744831123253,0.17208710761511242,0.416192399576144,0.17835062637643895
15.107294,0.5133383474233848,0.27446493583946135,0.5442874989499396,0.26771016070469744,0.5374344725404882
15.107294,0.5133383474233848,0.27446493583946135,0.5442874989499396,0.26771016070469744,0.5374344725404882
16.113454,0.5332096677289266,0.3637507817117042,0.17923488784862623,0.38725739918068264,0.21325439170916446
16.113454,0.5332096677289266,0.3637507817117042,0.17923488784862623,0.38725739918068264,0.21325439170916446
17.12123,0.550379077980563,0.15351761669917965,0.7136235708738026,0.15531070246222609,0.25292334386423243
17.12123,0.550379077980563,0.15351761669917965,0.7136235708738026,0.15531070246222609,0.25292334386423243
18.123073,0.34279869738460017,0.39234190264575947,0.49783920884143573,0.41339223824755095,0.3759093769542793
18.123073,0.34279869738460017,0.39234190264575947,0.49783920884143573,0.41339223824755095,0.3759093769542793
19.130372,0.8813876224026662,0.3447882856970215,0.21045423038057143,0.39187520909099394,0.1673956092487855
19.130372,0.8813876224026662,0.3447882856970215,0.21045423038057143,0.39187520909099394,0.1673956092487855
20.135072,0.4339513174759051,0.18360706957221887,0.4070795938488807,0.1714730371483157,0.41010082054552055
20.135072,0.4339513174759051,0.18360706957221887,0.4070795938488807,0.1714730371483157,0.41010082054552055
21.140839,0.31430582772523247,0.48278220099558017,0.4030512915866942,0.4863438097030011,0.1682553079023009
21.140839,0.31430582772523247,0.48278220099558017,0.4030512915866942,0.4863438097030011,0.1682553079023009
22.147924,0.4910107452506562,0.27500531785024246,0.19866407741807438,0.2455053726253281,0.44009202214387233
22.147924,0.4910107452506562,0.27500531785024246,0.19866407741807438,0.2455053726253281,0.44009202214387233
23.158278,0.44569234480105835,0.16714998106206683,0.7558716189894169,0.17994720959011043,0.30015764417023605
23.158278,0.44569234480105835,0.16714998106206683,0.7558716189894169,0.17994720959011043,0.30015764417023605
