time_reference,Fog 1,Fog 2,Fog 3,Fog 4,Fog 5
1.008963,0.06432119205298013,0.04871345995045417,0.04416831683168316,0.04232945091514143,0.060405940594059404
1.008963,0.06432119205298013,0.04871345995045417,0.04416831683168316,0.04232945091514143,0.060405940594059404
2.015755,0.10896198347107437,0.17599338842975207,0.12064730290456432,0.12055537190082646,0.10802987551867221
2.015755,0.10896198347107437,0.17599338842975207,0.12064730290456432,0.12055537190082646,0.10802987551867221
3.019638,0.06296271748135875,0.07114851485148514,0.06883844241922121,0.06946534653465347,0.09286826843413422
3.019638,0.06296271748135875,0.07114851485148514,0.06883844241922121,0.06946534653465347,0.09286826843413422
4.02669,9.299950289975145,10.651293146160198,10.210557213930349,10.165762376237623,9.195579121789562
4.02669,9.299950289975145,10.651293146160198,10.210557213930349,10.165762376237623,9.195579121789562
5.036246,99.29129584352077,99.27909359605913,98.78710784313726,99.41529064039409,99.99818270799348
5.036246,99.29129584352077,99.27909359605913,98.78710784313726,99.41529064039409,99.99818270799348
6.040014,74.95412853470437,73.60721379310344,76.22769230769231,73.71191794871794,79.15786118251928
6.040014,74.95412853470437,73.60721379310344,76.22769230769231,73.71191794871794,79.15786118251928
7.045612,100.55201337792641,99.53043363561417,18.66376254180602,99.20289184692179,21.504822742474914
7.045612,100.55201337792641,99.53043363561417,18.66376254180602,99.20289184692179,21.504822742474914
8.05385,49.566522613065324,45.955358108108115,99.97825125628141,46.070992417860154,100.03752763819097
8.05385,49.566522613065324,45.955358108108115,99.97825125628141,46.070992417860154,100.03752763819097
9.058621,99.43099585749793,99.44835467980295,41.97656296296296,99.28262716049383,39.04782222222223
9.058621,99.43099585749793,99.44835467980295,41.97656296296296,99.28262716049383,39.04782222222223
10.068509,52.261981833195705,47.849862068965514,100.36265562913908,47.58562251655629,101.76323115161556
10.068509,52.261981833195705,47.849862068965514,100.36265562913908,47.58562251655629,101.76323115161556
11.081081,99.17868734693877,99.82119669421488,47.05400655737705,99.58561179361179,25.6770736497545
11.081081,99.17868734693877,99.82119669421488,47.05400655737705,99.58561179361179,25.6770736497545
12.091766,56.3004527027027,39.28889415749365,104.53140765957447,39.349474576271184,102.57094037478704
12.091766,56.3004527027027,39.28889415749365,104.53140765957447,39.349474576271184,102.57094037478704
13.092908,98.78866445182723,99.03559271523179,31.18014168039539,99.17210264900662,55.602029654036244
13.092908,98.78866445182723,99.03559271523179,31.18014168039539,99.17210264900662,55.602029654036244
14.103366,65.16616216216217,51.562191363251486,102.77055038103302,57.58537849280271,102.300531516184
14.103366,65.16616216216217,51.562191363251486,102.77055038103302,57.58537849280271,102.300531516184
15.107294,98.31397324414716,99.49438795986623,62.78296828046746,99.77607692307691,55.690119402985076
15.107294,98.31397324414716,99.49438795986623,62.78296828046746,99.77607692307691,55.690119402985076
16.113454,78.07659831932774,72.9569243697479,99.65666498740555,69.73259495798318,101.5824
16.113454,78.07659831932774,72.9569243697479,99.65666498740555,69.73259495798318,101.5824
17.12123,21.28349498327759,100.04634979079499,77.63192249368154,100.77514644351464,85.92412468407751
17.12123,21.28349498327759,100.04634979079499,77.63192249368154,100.77514644351464,85.92412468407751
18.123073,103.50340359897172,84.1886358974359,70.17051574468086,86.00138461538462,64.98773106382978
18.123073,103.50340359897172,84.1886358974359,70.17051574468086,86.00138461538462,64.98773106382978
19.130372,89.51260767946579,21.76077991631799,101.27519198664442,23.676970809007507,100.30204006677796
19.130372,89.51260767946579,21.76077991631799,101.27519198664442,23.676970809007507,100.30204006677796
20.135072,45.39052173913044,99.78546633416458,75.58377591973245,100.80066276150627,69.99842809364549
20.135072,45.39052173913044,99.78546633416458,75.58377591973245,100.80066276150627,69.99842809364549
21.140839,100.0605292620865,81.46363265306123,12.106941475826972,92.09201694915254,101.46529262086514
21.140839,100.0605292620865,81.46363265306123,12.106941475826972,92.09201694915254,101.46529262086514
22.147924,87.30553766233766,45.14607573149742,100.2012082616179,47.475222030981065,77.32284092863286
22.147924,87.30553766233766,45.14607573149742,100.2012082616179,47.475222030981065,77.32284092863286
23.158278,28.08772277227723,100.34896173044925,105.42806655574044,100.07031613976704,22.104109816971715
23.158278,28.08772277227723,100.34896173044925,105.42806655574044,100.07031613976704,22.104109816971715
