instant,response_time,resolved_by_cloud
0.102165,0.08922791481018066,0
0.102504,0.07825303077697754,0
0.117123,0.09986042976379395,0
0.118111,0.08040857315063477,0
0.139669,0.11725401878356934,0
0.154494,0.08493471145629883,0
0.156489,0.11841011047363281,0
0.162521,0.11784958839416504,0
0.204482,0.18850374221801758,0
0.206907,0.19309759140014648,0
0.207434,0.18233299255371094,0
0.227642,0.20512127876281738,0
0.227814,0.18772077560424805,0
0.243749,0.13360857963562012,0
0.259765,0.24037742614746094,0
0.282311,0.25499868392944336,0
0.282869,0.0831139087677002,0
0.284349,0.27006053924560547,0
0.28478,0.13220930099487305,0
0.288028,0.19749164581298828,0
0.327644,0.29305434226989746,0
0.329471,0.2016139030456543,0
0.354939,0.1310882568359375,0
0.355225,0.3097560405731201,0
0.355676,0.3321230411529541,0
0.359781,0.1702735424041748,0
0.38576,0.34762144088745117,0
0.386041,0.35169291496276855,0
0.395992,0.3827321529388428,0
0.396343,0.23834943771362305,0
0.420414,0.3758890628814697,0
0.424658,0.31464624404907227,0
0.426491,0.2714848518371582,0
0.441927,0.17902135848999023,0
0.459185,0.28730058670043945,0
0.45972,0.2602553367614746,0
0.460134,0.29604601860046387,0
0.476172,0.46216464042663574,0
0.493053,0.42887282371520996,0
0.493695,0.3942699432373047,0
0.494156,0.38343191146850586,0
0.496562,0.3400688171386719,0
0.496839,0.38477587699890137,0
0.528325,0.5103669166564941,0
0.528507,0.43738603591918945,0
0.528696,0.46456074714660645,0
0.543727,0.5219266414642334,0
0.560142,0.5448594093322754,0
0.560565,0.4435231685638428,0
0.560996,0.4117109775543213,0
0.594951,0.580876350402832,0
0.615238,0.5704991817474365,0
0.642529,0.448378324508667,0
0.642698,0.3721959590911865,0
0.642884,0.37160491943359375,0
0.643025,0.3724191188812256,0
0.653617,0.5353093147277832,0
0.664104,0.5079326629638672,0
0.664712,0.6002748012542725,0
0.665157,0.4422309398651123,0
0.665753,0.41616082191467285,0
0.708016,0.4837300777435303,0
0.71658,0.690802812576294,0
0.717645,0.4130537509918213,0
0.744747,0.5342395305633545,0
0.779616,0.42076683044433594,0
0.816505,0.5369880199432373,0
0.824034,0.5435194969177246,0
0.824203,0.6013658046722412,0
0.824386,0.6011168956756592,0
0.824519,0.6007471084594727,0
0.824669,0.6006381511688232,0
0.824795,0.5654470920562744,0
0.824929,0.5539491176605225,0
0.849946,0.8118350505828857,0
0.850228,0.8370227813720703,0
0.850727,0.8241894245147705,0
0.850999,0.7615904808044434,0
0.859158,0.8143734931945801,0
0.859405,0.7564022541046143,0
0.859646,0.7632997035980225,0
0.859862,0.6373176574707031,0
0.868877,0.7583818435668945,0
0.904772,0.8198294639587402,0
0.904974,0.7729504108428955,0
0.905734,0.7835304737091064,0
0.905895,0.6924307346343994,0
0.906047,0.4793093204498291,0
0.906176,0.502133846282959,0
0.909714,0.6707758903503418,0
0.949529,0.7898857593536377,0
0.984757,0.5647633075714111,0
0.985169,0.630418062210083,0
1.021373,0.5899605751037598,0
1.027268,0.747093677520752,0
1.027521,0.7458775043487549,0
1.027762,0.7467477321624756,0
1.069737,0.7894020080566406,0
1.071566,0.9673950672149658,0
1.104459,0.8548386096954346,0
1.104883,0.9103689193725586,0
1.105526,0.8668816089630127,0
1.105872,0.8258402347564697,0
1.106229,0.8831262588500977,0
1.110453,0.828585147857666,0
1.111337,0.7320752143859863,0
1.111578,0.8296349048614502,0
1.111957,0.6609277725219727,0
1.166133,0.6702418327331543,0
1.167179,0.9328172206878662,0
1.169115,0.9578361511230469,0
1.169629,0.8951666355133057,0
1.170146,0.7446949481964111,0
1.170564,0.7802932262420654,0
1.170939,0.9707083702087402,0
1.171254,0.8560481071472168,0
1.171533,0.7664260864257812,0
1.173867,1.1364867687225342,0
1.174055,0.9033448696136475,0
1.176122,1.0117034912109375,0
1.176284,0.8970353603363037,0
1.176438,0.9267699718475342,0
1.176567,0.9432404041290283,0
1.176707,0.8966360092163086,0
1.176954,0.8967757225036621,0
1.177103,0.7868349552154541,0
1.181947,0.9105722904205322,0
1.202704,0.843726396560669,0
1.215912,0.9444005489349365,0
1.223451,0.6317589282989502,0
1.230522,1.0068390369415283,0
1.230989,0.9496791362762451,0
1.239944,0.8414938449859619,0
1.240404,0.8407416343688965,0
1.242062,0.9556632041931152,0
1.245411,0.9645624160766602,0
1.248502,0.966921329498291,0
1.249169,0.9671676158905029,0
1.260144,0.9503722190856934,0
1.2603,0.7651114463806152,0
1.260595,0.6964750289916992,0
1.260735,0.8559658527374268,0
1.260878,0.9469349384307861,0
1.261008,0.8350729942321777,0
1.27,0.9545807838439941,0
1.270407,1.020099401473999,0
1.270995,0.991051197052002,0
1.271309,0.8439040184020996,0
1.279925,1.0077900886535645,0
1.280352,1.1624789237976074,0
1.280908,1.0534157752990723,0
1.281294,1.1464571952819824,0
1.281678,0.9223508834838867,0
1.284282,1.0176122188568115,0
1.287267,1.006519079208374,0
1.287947,1.0166571140289307,0
1.288671,0.8827817440032959,0
1.296129,0.8689401149749756,0
1.302536,0.8961381912231445,0
1.303603,0.8750801086425781,0
1.309953,0.7927076816558838,0
1.31221,0.8225326538085938,0
1.315557,0.9246776103973389,0
1.345171,0.5906956195831299,0
1.345552,1.0663142204284668,0
1.34621,1.0635533332824707,0
1.346854,1.0650770664215088,0
1.369893,0.9440460205078125,0
1.370075,0.9413764476776123,0
1.402845,1.1208109855651855,0
1.403069,0.9973535537719727,0
1.403217,0.9752416610717773,0
1.403383,0.9981520175933838,0
1.409044,1.1036081314086914,0
1.409366,0.9137828350067139,0
1.40988,1.0188708305358887,0
1.438177,0.6527001857757568,0
1.438569,0.9427752494812012,0
1.478777,1.0888993740081787,0
1.485925,1.2862780094146729,0
1.486186,1.322378396987915,0
1.486611,1.3370883464813232,0
1.486846,1.2163970470428467,0
1.491285,1.2635986804962158,0
1.491561,1.2423357963562012,0
1.491932,1.4025371074676514,0
1.492227,1.2204337120056152,0
1.492465,1.4012887477874756,0
1.492687,1.2210123538970947,0
1.492912,1.243037223815918,0
1.493125,1.3369128704071045,0
1.493346,1.2221863269805908,0
1.493553,1.375596523284912,0
1.493771,1.2437891960144043,0
1.494048,1.1032030582427979,0
1.500539,0.914003849029541,0
1.520015,0.9332141876220703,0
1.520182,1.094010353088379,0
1.52038,0.9157094955444336,0
1.52054,0.8621461391448975,0
1.520708,1.2401056289672852,0
1.520865,0.731503963470459,0
1.521032,1.1017494201660156,0
1.521175,0.7347955703735352,0
1.521818,1.1168253421783447,0
1.548429,0.4168968200683594,0
1.548956,0.7681379318237305,0
1.550378,1.1214466094970703,0
1.583914,1.067582130432129,0
1.597359,0.8604044914245605,0
1.613535,1.2574129104614258,0
1.633695,1.2061078548431396,0
1.63478,1.2293510437011719,0
1.635603,1.207181692123413,0
1.636165,0.9769003391265869,0
1.636702,1.2086551189422607,0
1.637194,1.057701826095581,0
1.637764,0.9774937629699707,0
1.638379,1.2324855327606201,0
1.638952,1.0318572521209717,0
1.639464,1.022080898284912,0
1.649249,0.9125652313232422,0
1.650029,0.880126953125,0
1.650236,0.8611512184143066,0
1.654969,1.0434532165527344,0
1.655238,1.055687665939331,0
1.656761,1.2297866344451904,0
1.675419,0.9364659786224365,0
1.675861,0.7099094390869141,0
1.676407,0.8408880233764648,0
1.735338,0.9495692253112793,0
1.735802,0.9030025005340576,0
1.752089,0.9631564617156982,0
1.757626,0.6168036460876465,0
1.764192,0.9838063716888428,0
1.769791,1.364682912826538,0
1.77001,0.7945442199707031,0
1.773112,0.8707053661346436,0
1.779895,1.3602817058563232,0
1.780152,1.1931471824645996,0
1.784717,0.9452035427093506,0
1.785145,1.3806021213531494,0
1.785806,1.0459139347076416,0
1.786153,0.9260029792785645,0
