time_reference,Fog 1,Fog 2,Fog 3,Fog 4,Fog 5,Fog 6,Fog 7,Fog 8,Fog 9,Fog 10,Fog 11,Fog 12,Fog 13,Fog 14,Fog 15
1.06219,0.11515049393372068,0.11512593111504879,0.12755471736301438,0.11510136829637693,0.12757928018168627,0.11510136829637693,0.12755471736301438,0.11510136829637693,0.11586281567520487,0.11515049393372068,0.12757928018168627,0.11507680547770506,0.11502767984036134,0.12750559172567066,0.11507680547770506
1.06219,0.11515049393372068,0.11512593111504879,0.12755471736301438,0.11510136829637693,0.12757928018168627,0.11510136829637693,0.12755471736301438,0.11510136829637693,0.11586281567520487,0.11515049393372068,0.12757928018168627,0.11507680547770506,0.11502767984036134,0.12750559172567066,0.11507680547770506
2.09545,0.11517505675239254,0.11512593111504879,0.12755471736301438,0.11510136829637693,0.12757928018168627,0.11510136829637693,0.12757928018168627,0.11510136829637693,0.11510136829637693,0.11515049393372068,0.12757928018168627,0.11507680547770506,0.11502767984036134,0.12750559172567066,0.11507680547770506
2.09545,0.11517505675239254,0.11512593111504879,0.12755471736301438,0.11510136829637693,0.12757928018168627,0.11510136829637693,0.12757928018168627,0.11510136829637693,0.11510136829637693,0.11515049393372068,0.12757928018168627,0.11507680547770506,0.11502767984036134,0.12750559172567066,0.11507680547770506
3.130906,0.11517505675239254,0.11515049393372068,0.12757928018168627,0.11512593111504879,0.12760384300035812,0.11512593111504879,0.12760384300035812,0.11512593111504879,0.11512593111504879,0.11517505675239254,0.12760384300035812,0.11510136829637693,0.1150522426590332,0.12753015454434252,0.11510136829637693
3.130906,0.11517505675239254,0.11515049393372068,0.12757928018168627,0.11512593111504879,0.12760384300035812,0.11512593111504879,0.12760384300035812,0.11512593111504879,0.11512593111504879,0.11517505675239254,0.12760384300035812,0.11510136829637693,0.1150522426590332,0.12753015454434252,0.11510136829637693
4.232974,0.11517505675239254,0.11515049393372068,0.12757928018168627,0.11512593111504879,0.12760384300035812,0.11512593111504879,0.12760384300035812,0.11512593111504879,0.11512593111504879,0.11517505675239254,0.12760384300035812,0.11510136829637693,0.1150522426590332,0.12753015454434252,0.11510136829637693
4.232974,0.11517505675239254,0.11515049393372068,0.12757928018168627,0.11512593111504879,0.12760384300035812,0.11512593111504879,0.12760384300035812,0.11512593111504879,0.11512593111504879,0.11517505675239254,0.12760384300035812,0.11510136829637693,0.1150522426590332,0.12753015454434252,0.11510136829637693
5.244856,0.11517505675239254,0.11517505675239254,0.12757928018168627,0.11512593111504879,0.12762840581902998,0.11512593111504879,0.12760384300035812,0.11512593111504879,0.11512593111504879,0.11517505675239254,0.12760384300035812,0.11510136829637693,0.1150522426590332,0.12753015454434252,0.11510136829637693
5.244856,0.11517505675239254,0.11517505675239254,0.12757928018168627,0.11512593111504879,0.12762840581902998,0.11512593111504879,0.12760384300035812,0.11512593111504879,0.11512593111504879,0.11517505675239254,0.12760384300035812,0.11510136829637693,0.1150522426590332,0.12753015454434252,0.11510136829637693
